Statistical Region,UAIS 2011_ Region,PIRS UnitID,PIRS District ,PIRS Subcounty,PIRS Service outlet,PIRS Mechanism name,pirs Mechanism ID,PIRS US Agency,DATIM ID,DHIS2 ID,DHIS2 District,DHIS2 Subcounty,DHIS2 HF Name,COP  Mechanism name,COP  Mechanism ID,COP US Agency,Type of Support,Period,Numerator (Overall TOTAL) ,Unknown age Female,"Female
<1yr","Female
1-4yrs","Female
5-9yrs","Female
10-14 yrs","Female
15-19 yrs","Female
20-24 yrs","Female
25-29 yrs","Female
30-34 yrs","Female
35-39 yrs","Female
40-44 yrs","Female
45-49 yrs","Female
 50-54 yrs","Female
 55-59 yrs","Female
 60-64 yrs","Female
 65+ yrs","Male
Unknown age ","Male
<1yr","Male
1-4yrs","Male
5-9yrs","Male
10-14 yrs","Male
15-19 yrs","Male
20-24 yrs","Male
25-29 yrs","Male
30-34 yrs","Male
35-39 yrs","Male
40-44 yrs","Male
45-49 yrs","Male
 50-54 yrs","Male
 55-59 yrs","Male
 60-64 yrs","Male
 65+ yrs","Sex Workers, Female",People in prisons and other enclosed settings (Incarcerated Population),PWID,MSM,Transgender,"<3 months of ARVs dispensed by Unknown Age, Female","<3 months of ARVs dispensed by Unknown Age, Male","<3 months of ARVs dispensed by <15yrs, Female","<3 months of ARVs dispensed by <15yrs, Male","<3 months of ARVs dispensed by 15+yrs, Female","<3 months of ARVs dispensed by 15+yrs, Male","3-5 months of ARVs dispensed to patient by Unknown Age, Female","3-5 months of ARVs dispensed to patient by Unknown Age, Male","3-5 months of ARVs dispensed to patient by <15yrs, Female","3-5 months of ARVs dispensed to patient by <15yrs, Male","3-5 months of ARVs dispensed to patient by 15+yrs, Female","3-5 months of ARVs dispensed to patient by 15+yrs, Male","4 or more months of ARVs dispensed to patient by Unknown Age, Female","5 or more months of ARVs dispensed to patient by Unknown Age, Male","6 or more months of ARVs dispensed to patient by <15yrs, Female","6 or more months of ARVs dispensed to patient by <15yrs, Male","6 or more months of ARVs dispensed to patient by 15+yrs, Female","6 or more months of ARVs dispensed to patient by 15+yrs, Male"
Northern Region,North East,aZEsILFiYCF,Abim District,Nyakwae Subcounty,Nyakwae Health Centre III,ANECCA Karamoja Region,85006,USAID,hXC3seh8zRy,aZEsILFiYCF,Abim District,Nyakwae Subcounty,Nyakwae Health Centre III,ANECCA_Karamoja Region,85006,USAID,DSD,FY2025Q1,123,0,1,0,1,1,1,3,4,9,19,9,7,11,1,4,3,0,0,0,0,3,2,2,2,3,8,12,5,4,6,1,1,0,0,0,0,0,,,1,0,5,4,,,1,3,12,7,,,1,0,54,35
Northern Region,Mid Northern,vQMNtz05zAJ,Ntungamo District,Nyakyera Town Council,Nyakyera Health Centre III,TASO Ankole Acholi,81998,USAID,l4Zp3NkBbHk,vQMNtz05zAJ,Ntungamo District,Nyakyera Town Council,Nyakyera Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,751,0,1,9,12,8,8,48,73,81,71,62,52,29,17,12,13,0,1,4,11,5,3,4,24,38,34,44,32,28,16,5,6,0,0,0,0,0,,,0,4,28,19,,,29,15,220,88,,,1,2,218,127
Western Region,Mid Western,F2JcZqU3iQD,Kyenjojo District,Rugombe Town Council,Nyamabuga Health Centre III,Baylor Fort Portal Mubende Region,87039,CDC,KYAscyFcCLt,F2JcZqU3iQD,Kyenjojo District,Rugombe Town Council,Nyamabuga Health Centre III,Baylor_Fort Portal_Mubende Region,87039,CDC,DSD,FY2025Q1,809,0,0,1,6,5,12,26,61,94,89,67,59,34,14,16,7,0,0,2,5,12,15,6,5,32,38,61,47,40,28,15,12,0,0,0,0,0,,,1,3,32,15,,,11,16,352,206,,,0,0,95,78
Northern Region,Mid Northern,xzB84Cpdcuk,Ibanda District,Nyamarebe Subcounty,Nyamarebe Health Centre III,TASO Ankole Acholi,81998,USAID,KZ3NbnHZq1O,xzB84Cpdcuk,Ibanda District,Nyamarebe Subcounty,Nyamarebe Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,281,0,0,1,0,2,1,11,23,31,28,35,23,33,,,,0,0,1,2,1,0,3,5,8,13,20,10,30,,,,0,0,0,0,0,,,2,5,61,20,,,1,0,52,28,,,0,0,72,40
Western Region,Mid Western,Q6MT6wA0bBm,Kibaale District,Nyamarwa Subcounty,Nyamarwa Health Centre III,Baylor Hoima Region,81977,CDC,GlCtmynGCpF,Q6MT6wA0bBm,Kibaale District,Nyamarwa Subcounty,Nyamarwa Health Centre III,Baylor_Hoima Region,81977,CDC,DSD,FY2025Q1,807,0,2,5,7,7,17,46,68,84,81,52,50,49,24,14,13,0,0,1,3,7,2,5,20,40,56,37,39,34,18,12,14,0,0,0,0,0,,,7,2,232,86,,,14,9,225,148,,,0,0,41,43
Western Region,South Western,bSj21Ydq4fP,Kanungu District,Nyamirama Town Council,Nyamirama Health Centre III,JCRC Kigezi Lango,81997,USAID,wcspU6QZeNf,bSj21Ydq4fP,Kanungu District,Nyamirama Town Council,Nyamirama Health Centre III,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,477,0,0,1,3,6,6,22,45,42,37,49,26,25,17,26,9,0,0,2,2,5,3,1,11,15,28,26,22,20,12,7,9,0,0,0,0,0,,,0,0,5,1,,,1,2,63,14,,,9,7,236,139
Western Region,Mid Western,KIxk9RDic7e,Kasese District,Muhokya Subcounty,Nyamirami Health Centre IV,Baylor Fort Portal Mubende Region,87039,CDC,LeCGfnQih1K,KIxk9RDic7e,Kasese District,Muhokya Subcounty,Nyamirami Health Centre IV,Baylor_Fort Portal_Mubende Region,87039,CDC,DSD,FY2025Q1,41,0,0,0,0,0,0,1,5,7,2,6,1,2,0,0,1,0,0,0,0,1,0,0,1,3,3,5,1,0,1,1,0,0,0,0,0,0,,,0,0,0,0,,,0,0,2,1,,,0,1,23,14
Central Region,Central 2,ev1JnEmvQe0,Kiboga District,Kapeke Subcounty,Nyamiringa Health Centre III,Baylor Fort Portal Mubende Region,87039,CDC,tAbIeuiBKfR,ev1JnEmvQe0,Kiboga District,Kapeke Subcounty,Nyamiringa Health Centre III,Baylor_Fort Portal_Mubende Region,87039,CDC,DSD,FY2025Q1,91,0,0,0,0,0,0,3,10,8,7,4,5,5,3,0,1,0,0,0,1,0,1,0,3,3,9,5,7,4,7,3,2,0,0,0,0,0,,,0,1,13,4,,,0,0,22,28,,,0,0,11,12
Northern Region,Mid Northern,uoOrITIaKEJ,Mbarara City,Mbarara South Division,Nyamitanga Govt Health Centre III,TASO Ankole Acholi,81998,USAID,fy3dBETnKp2,uoOrITIaKEJ,Mbarara City,Mbarara South Division,Nyamitanga Govt Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,482,0,3,3,1,4,3,47,91,89,43,29,16,18,,,,0,0,2,3,0,1,2,15,30,26,17,23,16,,,,0,0,0,0,0,,,2,2,38,11,,,6,2,192,74,,,2,2,106,43
Northern Region,Mid Northern,J7hNSRvyUFC,Mbarara City,Mbarara South Division,Nyamityobora Health Centre II,TASO Ankole Acholi,81998,USAID,ePp4bdNQB5m,J7hNSRvyUFC,Mbarara City,Mbarara South Division,Nyamityobora Health Centre II,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,416,0,0,3,5,0,7,42,92,78,43,18,7,4,3,0,1,0,0,2,1,0,0,4,10,35,18,16,14,7,2,4,0,0,0,0,0,0,,,0,0,8,5,,,6,3,177,47,,,2,0,110,58
Northern Region,Mid Northern,axKfX1OmCTn,Isingiro District,Nyamuyanja Subcounty,Nyamuyanja Health Centre IV,TASO Ankole Acholi,81998,USAID,salfHWhNgci,axKfX1OmCTn,Isingiro District,Nyamuyanja Subcounty,Nyamuyanja Health Centre IV,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,553,0,1,1,3,5,8,14,51,54,55,44,36,25,15,9,9,0,0,4,5,6,7,2,13,20,32,38,36,23,14,12,11,0,0,0,0,0,,,2,0,19,9,,,8,15,162,98,,,0,0,139,101
Western Region,South Western,TbdxHVOs0zC,Kanungu District,Kihiihi Town Council,Nyamwegabira Health Centre III,UPMB LSD,81995,USAID,Ie66vMbHES1,TbdxHVOs0zC,Kanungu District,Kihiihi Town Council,Nyamwegabira Health Centre III,UPMB_LSD,81995,USAID,DSD,FY2025Q1,161,0,0,0,1,0,2,16,29,34,24,8,2,1,1,0,0,0,0,0,0,0,0,2,9,9,9,4,6,3,0,0,1,0,0,0,0,0,,,0,0,1,0,,,1,0,50,11,,,0,0,66,32
Central Region,Central 2,,,,,,,,,xMuZM28h4kB,Mukono District,Goma Division,Nyanja (Mukono) Health Centre III,WALTER REED_MUWRP,160699,DOD,DSD,FY2025Q1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0
Western Region,Mid Western,OXa6YSwJxEd,Kyenjojo District,Mabira Town Council,Nyankwanzi Health Centre III,Baylor Fort Portal Mubende Region,87039,CDC,lEzHFUAO5Ct,OXa6YSwJxEd,Kyenjojo District,Mabira Town Council,Nyankwanzi Health Centre III,Baylor_Fort Portal_Mubende Region,87039,CDC,DSD,FY2025Q1,869,0,0,0,3,19,15,36,47,87,81,82,70,41,29,28,16,0,0,0,3,6,10,9,18,37,56,50,44,36,19,10,17,0,0,0,0,0,,,5,3,22,22,,,17,6,392,232,,,0,0,118,52
Western Region,Mid Western,v19MRLoaChf,Kabarole District,Harugogo Subcounty,Nyantabooma Health Centre III,Baylor Fort Portal Mubende Region,87039,CDC,m5sBAyxBo78,v19MRLoaChf,Kabarole District,Harugogo Subcounty,Nyantabooma Health Centre III,Baylor_Fort Portal_Mubende Region,87039,CDC,DSD,FY2025Q1,569,0,0,2,3,10,9,22,53,74,74,47,29,28,11,7,9,0,0,1,3,8,7,3,13,22,27,32,31,14,14,8,8,0,0,0,0,0,,,5,3,75,15,,,10,9,145,86,,,0,0,143,78
Western Region,Mid Western,SzShxoEQf7a,Masindi District,Nyantonzi Subcounty,Nyantonzi Health Centre III,Baylor Hoima Region,81977,CDC,HtHki58dZ8u,SzShxoEQf7a,Masindi District,Nyantonzi Subcounty,Nyantonzi Health Centre III,Baylor_Hoima Region,81977,CDC,DSD,FY2025Q1,464,0,0,0,2,3,1,16,49,54,48,46,28,19,11,6,5,0,0,2,6,6,1,4,9,22,31,31,21,20,12,6,5,0,0,0,0,0,,,0,3,21,15,,,5,11,165,92,,,0,0,97,55
Northern Region,West Nile,H5hAGwZHpUb,Zombo District,Nyapea Subcounty,Nyapea Hospital,UEC,81974,CDC,L8z3GJRkOK6,H5hAGwZHpUb,Zombo District,Nyapea Subcounty,Nyapea Hospital,UEC,81974,CDC,DSD,FY2025Q1,829,0,0,1,4,4,9,34,59,78,94,72,52,56,26,15,16,0,0,1,4,5,5,8,26,33,49,38,41,42,22,17,18,0,0,0,0,0,,,9,9,141,62,,,0,0,240,155,,,0,1,130,82
Northern Region,West Nile,g4MQbbN4oR6,Nebbi District,Nyaravur Town Council,Nyaravur Health Centre III,IDI West Nile,84981,CDC,wPfLYTGnhrI,g4MQbbN4oR6,Nebbi District,Nyaravur Town Council,Nyaravur Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,428,0,0,0,4,5,3,23,53,53,47,45,25,22,13,5,6,0,0,1,2,5,6,1,8,15,16,18,20,14,7,5,6,0,0,0,0,0,,,2,2,10,4,,,6,4,161,55,,,1,2,124,57
Northern Region,Mid Northern,dZKfMZLWA5D,Isingiro District,Masha Subcounty,Nyarubungo Health Centre III,TASO Ankole Acholi,81998,USAID,D8zFubsSHz9,dZKfMZLWA5D,Isingiro District,Masha Subcounty,Nyarubungo Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,322,0,0,1,2,3,5,23,30,36,37,30,23,15,11,4,6,0,1,0,4,3,0,3,8,13,13,20,11,7,6,4,3,0,0,0,0,0,,,0,1,14,11,,,6,7,152,54,,,0,0,54,23
Western Region,South Western,HlsEfEtkMwL,Kisoro District,Nyarubuye Subcounty,Nyarubuye Health Centre III,JCRC Kigezi Lango,81997,USAID,kuudLnBp24i,HlsEfEtkMwL,Kisoro District,Nyarubuye Subcounty,Nyarubuye Health Centre III,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,94,0,0,1,0,0,0,2,11,9,10,4,12,3,1,2,4,0,0,1,0,1,0,0,1,7,8,3,7,3,1,3,0,0,0,0,0,0,,,0,1,0,0,,,0,1,19,11,,,1,0,39,22
Northern Region,Mid Northern,wMiApjHnWVa,Bushenyi District,Nyabubare Subcounty,Nyarugote Health Centre II,TASO Ankole Acholi,81998,USAID,xjmSv0kZhfS,wMiApjHnWVa,Bushenyi District,Nyabubare Subcounty,Nyarugote Health Centre II,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,0,0,1,0,,,0,0,2,0,,,0,0,10,1
Northern Region,Mid Northern,U66jLYBFyRb,Rwampara District,Bugamba Subcounty,Nyaruhandagazi Health Centre III,TASO Ankole Acholi,81998,USAID,wbFv4c0IdGr,U66jLYBFyRb,Rwampara District,Bugamba Subcounty,Nyaruhandagazi Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,217,0,1,3,1,1,5,9,19,18,22,15,15,9,6,5,7,0,0,1,2,4,4,0,2,17,9,12,15,7,3,3,2,0,0,0,0,0,,,4,6,25,14,,,1,1,74,43,,,1,0,31,17
Western Region,South Western,mPeGNV8s5Xl,Rukungiri District,Nyarushanje Subcounty,Nyarushanje Health Centre III,UPMB LSD,81995,USAID,y7GlZhs7R2f,mPeGNV8s5Xl,Rukungiri District,Nyarushanje Subcounty,Nyarushanje Health Centre III,UPMB_LSD,81995,USAID,DSD,FY2025Q1,300,0,0,2,3,0,2,30,30,40,27,23,10,14,6,7,4,0,0,1,1,0,0,2,8,27,18,21,7,8,7,2,0,0,0,0,0,0,,,0,0,0,3,,,1,0,68,20,,,4,2,125,77
Western Region,South Western,Pgi000QNqrV,Kisoro District,Nyarusiza Subcounty,Nyarusiza Health Centre III,JCRC Kigezi Lango,81997,USAID,BPgd1hcuKa3,Pgi000QNqrV,Kisoro District,Nyarusiza Subcounty,Nyarusiza Health Centre III,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,317,0,0,1,1,3,4,9,29,45,26,30,17,18,14,10,7,0,0,0,1,3,1,2,7,12,17,18,20,10,7,1,4,0,0,0,0,0,,,0,0,7,1,,,5,4,65,27,,,0,0,137,71
Central Region,Central 1,thfQt8hcpAP,Masaka City,Nyendo-Mukungwe Division,Nyendo Health Centre III,IDI Masaka Wakiso Region,87029,CDC,JfPbdftYpZh,thfQt8hcpAP,Masaka City,Nyendo-Mukungwe Division,Nyendo Health Centre III,IDI_Masaka_Wakiso Region,87029,CDC,DSD,FY2025Q1,424,0,0,2,2,4,9,52,91,89,46,26,9,4,1,0,0,0,0,4,2,1,1,2,12,20,11,16,9,6,4,1,0,0,0,0,0,0,,,2,3,25,7,,,6,4,172,35,,,0,0,130,40
Eastern Region,North East,ehjI0b4szUT,Kumi District,Nyero Subcounty,Nyero Health Centre III,AIC Soroti  Region,87041,CDC,Y6lOLb6UGa9,ehjI0b4szUT,Kumi District,Nyero Town Council,Nyero Health Centre III,AIC_Soroti Region,87041,CDC,DSD,FY2025Q1,409,0,0,0,2,2,6,18,10,23,35,31,21,26,20,23,25,0,0,0,2,6,6,11,16,14,20,21,14,15,10,18,14,0,0,0,0,0,,,0,0,21,16,,,4,8,46,31,,,0,0,171,112
Central Region,Central 2,aKyrbNsmNnT,Luwero District,Nyimbwa Subcounty,Nyimbwa Health Centre IV,WALTER REED-MUWRP,160699,DOD,ayeLxWlIh4R,aKyrbNsmNnT,Luwero District,Nyimbwa Subcounty,Nyimbwa Health Centre IV,WALTER REED_MUWRP,160699,DOD,DSD,FY2025Q1,1052,0,0,1,7,21,19,42,74,140,128,83,75,67,44,19,19,0,0,5,4,12,16,17,11,25,39,39,41,38,29,21,16,0,0,0,0,0,,,5,3,43,12,,,20,16,367,129,,,4,2,300,151
Eastern Region,Mid Eastern,vaNMmgaScuW,Mbale District,Nyondo Subcounty,Nyondo Health Centre III,UPMB LSD,81995,USAID,POH6ZXmfJMx,vaNMmgaScuW,Mbale District,Nyondo Subcounty,Nyondo Health Centre III,UPMB_LSD,81995,USAID,DSD,FY2025Q1,250,0,0,0,5,4,3,13,21,39,14,16,17,20,9,8,5,0,0,0,3,4,1,2,0,6,12,14,14,8,8,4,0,0,0,0,0,0,,,0,0,1,1,,,4,5,20,2,,,5,2,144,66
Northern Region,West Nile,RHkry0Pxk7e,Adjumani District,Dzaipi Subcounty,Nyumanzi Health Centre III,IDI West Nile,84981,CDC,WcOLxju1OGG,RHkry0Pxk7e,Adjumani District,Dzaipi Subcounty,Nyumanzi Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,157,0,0,0,1,4,3,8,7,16,28,20,14,5,3,3,6,0,0,3,4,1,0,1,0,4,5,6,4,5,3,1,2,0,0,0,0,0,,,2,2,0,0,,,3,6,85,19,,,0,0,28,12
Eastern Region,North East,rbxGtvw8E8X,Kapelebyong District,Obalanga Town Council,Obalanga Health Centre III,AIC Soroti  Region,87041,CDC,vQUdsomM70G,rbxGtvw8E8X,Kapelebyong District,Obalanga Town Council,Obalanga Health Centre III,AIC_Soroti Region,87041,CDC,DSD,FY2025Q1,553,0,0,1,4,11,11,24,40,20,61,44,48,80,,,,0,0,2,7,10,4,4,12,15,31,36,25,63,,,,0,0,0,0,0,,,3,2,33,12,,,14,15,313,175,,,0,1,15,7
Northern Region,Mid Northern,hdrTrRDuwOU,Lira City,Lira West Division,Ober Health Centre III,JCRC Kigezi Lango,81997,USAID,b0sYzQYviWR,hdrTrRDuwOU,Lira City,Lira West Division,Ober Health Centre IV,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,2859,0,3,4,10,12,30,216,430,451,324,202,118,60,44,20,13,0,2,9,6,9,18,27,90,172,221,161,89,57,33,16,12,0,0,0,0,0,,,1,2,109,37,,,28,22,938,402,,,0,2,861,457
Northern Region,Mid Northern,OJYXXSC87rV,Amuru District,Amuru Subcounty,Oberabic Health Centre II,UPMB LSD,81995,USAID,AdhdYQGd6b5,OJYXXSC87rV,Amuru District,Amuru Subcounty,Oberabic Health Centre II,UPMB_LSD,81995,USAID,DSD,FY2025Q1,53,0,1,0,0,0,3,3,3,5,3,3,1,1,1,0,2,0,0,0,1,0,0,1,7,2,10,3,1,0,2,0,0,0,0,0,0,0,,,1,0,0,1,,,0,0,16,11,,,0,1,9,14
Northern Region,Mid Northern,FkHL59DWIav,Alebtong District,Apala Subcounty,Obim Health Centre II,JCRC Kigezi Lango,81997,USAID,GtXWPm5AVCq,FkHL59DWIav,Alebtong District,Apala Subcounty,Obim Health Centre II,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0
Northern Region,West Nile,nrLW9kL9BT2,Obongi District,Obongi Town Council,Obongi Health Centre IV,IDI West Nile,84981,CDC,hr4UsXH1vvK,nrLW9kL9BT2,Obongi District,Obongi Town Council,Obongi Health Centre IV,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,235,0,0,0,2,4,4,9,12,17,20,41,16,14,9,3,3,0,0,1,2,5,4,1,0,4,6,18,13,13,8,3,3,0,0,0,0,0,,,2,2,9,3,,,4,6,92,45,,,0,0,47,25
Northern Region,West Nile,PJAn1P5SMrd,Madi-Okollo District,Rigbo Subcounty,Ocea Health Centre II,IDI West Nile,84981,CDC,hQ7ODPLhuee,PJAn1P5SMrd,Madi-Okollo District,Rigbo Subcounty,Ocea Health Centre II,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,213,0,2,1,0,2,3,4,15,34,29,17,15,9,9,5,4,0,1,2,3,2,0,1,4,6,8,12,6,4,5,4,6,0,0,0,0,0,,,1,1,4,4,,,4,5,104,36,,,0,2,36,16
Eastern Region,North East,rPMkkecqjqx,Kaberamaido District,Ochero Subcounty,Ochero Health Centre III,AIC Soroti  Region,87041,CDC,GeYIdYj4uIx,rPMkkecqjqx,Kaberamaido District,Ochero Subcounty,Ochero Health Centre III,AIC_Soroti Region,87041,CDC,DSD,FY2025Q1,1190,0,0,2,6,27,12,40,50,90,123,111,100,65,37,41,25,0,0,0,5,20,24,6,20,37,58,67,73,61,40,24,26,0,0,0,0,0,,,6,8,38,20,,,29,17,483,308,,,0,0,173,108
Northern Region,Mid Northern,RyuiNh0Ldqs,Omoro District,Odek Subcounty,Odek Health Centre III,TASO Ankole Acholi,81998,USAID,C63FDeBma64,RyuiNh0Ldqs,Omoro District,Odek Subcounty,Odek Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,684,0,0,1,4,6,11,18,53,71,89,63,37,38,17,10,21,0,0,1,0,8,2,8,6,24,44,50,29,29,25,12,7,0,0,0,0,0,,,1,1,4,1,,,6,3,26,4,,,4,5,398,231
Northern Region,West Nile,GydLR8lY7Qw,Madi-Okollo District,Rigbo Subcounty,Oduobu Health Centre III,IDI West Nile,84981,CDC,DTvRr4tuL8M,GydLR8lY7Qw,Madi-Okollo District,Rigbo Subcounty,Oduobu Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,50,0,0,0,0,0,1,3,3,11,4,2,1,2,1,0,0,0,0,1,2,0,0,1,0,2,7,2,2,1,3,1,0,0,0,0,0,0,,,0,1,2,3,,,0,1,18,14,,,0,1,8,2
Northern Region,West Nile,gohwVnGiMuE,Terego District,Udupi Subcounty,Odupi Health Centre III,IDI West Nile,84981,CDC,TrdMHyNF42Q,gohwVnGiMuE,Terego District,Udupi Subcounty,Odupi Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,60,0,0,0,0,0,2,1,2,5,9,9,4,3,1,1,3,0,0,0,1,0,3,0,0,1,2,1,5,4,1,1,1,0,0,0,0,0,,,0,0,6,4,,,0,1,31,13,,,0,0,3,2
Northern Region,West Nile,gkUm0zE8vDx,Madi-Okollo District,Offaka Subcounty,Offaka Health Centre III,IDI West Nile,84981,CDC,DtZnTtHCQJi,gkUm0zE8vDx,Madi-Okollo District,Offaka Subcounty,Offaka Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,202,0,0,1,2,2,1,6,9,16,20,20,17,12,16,8,10,0,0,0,1,1,1,6,2,5,5,7,9,9,7,5,4,0,0,0,0,0,,,2,1,7,8,,,2,1,96,33,,,1,0,32,19
Northern Region,West Nile,BSrrPPLiBZo,Adjumani District,Ofua Subcounty,Ofua (Ofua) Health Centre III,IDI West Nile,84981,CDC,Ob9CohvmTJq,BSrrPPLiBZo,Adjumani District,Ofua Subcounty,Ofua (Ofua) Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,61,0,0,0,0,1,0,0,2,7,6,2,5,6,3,1,2,0,0,0,0,0,0,0,2,3,5,1,5,4,2,2,2,0,0,0,0,0,,,1,0,5,4,,,0,0,22,17,,,0,0,7,5
Northern Region,West Nile,tCyqZmtVPLI,Terego District,Uriama Subcounty,Ofua (Uriama) Health Centre III,IDI West Nile,84981,CDC,fvaCk7KoDyC,tCyqZmtVPLI,Terego District,Uriama Subcounty,Ofua (Uriama) Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,127,0,0,0,5,1,2,6,8,14,15,8,11,15,,,,0,0,0,2,2,1,1,2,4,5,5,4,16,,,,0,0,0,0,0,,,2,1,8,6,,,2,2,57,23,,,1,1,14,9
Northern Region,Mid Northern,au4iSDaT4wv,Pader District,Ogom Subcounty,Ogom Health Centre III,TASO Ankole Acholi,81998,USAID,rj1fUrBefZR,au4iSDaT4wv,Pader District,Ogom Subcounty,Ogom Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,307,0,0,0,0,2,4,3,20,38,52,27,27,8,3,6,7,0,0,0,3,3,4,4,5,13,25,16,12,10,10,3,2,0,0,0,0,0,,,1,4,27,14,,,1,2,61,13,,,0,0,107,77
Northern Region,Mid Northern,afJ9NgYTYDa,Pader District,Puranga Subcounty,Ogonyo Health Centre III,TASO Ankole Acholi,81998,USAID,tig1UdAfrSU,afJ9NgYTYDa,Pader District,Puranga Subcounty,Ogonyo Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,189,0,0,0,1,4,3,9,7,17,24,19,11,13,7,8,4,0,0,1,2,0,0,1,3,4,11,13,14,7,1,2,3,0,0,0,0,0,,,1,0,10,8,,,0,1,22,6,,,4,2,90,45
Northern Region,Mid Northern,aRxadClWcFM,Lira District,Ogur Subcounty,Ogur Health Centre IV,JCRC Kigezi Lango,81997,USAID,IRmw7fgKWZv,aRxadClWcFM,Lira District,Ogur Subcounty,Ogur Health Centre IV,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,2202,0,0,4,17,17,29,64,108,180,219,248,175,154,94,60,56,0,0,10,11,36,31,22,28,69,113,142,93,95,52,35,40,0,0,0,0,0,,,0,3,45,19,,,23,32,393,179,,,15,22,949,522
Northern Region,Mid Northern,xa8AvzwrPSi,Otuke District,Ogwette Subcounty,Ogwete Health Centre III,JCRC Kigezi Lango,81997,USAID,WQJLCJXXjai,xa8AvzwrPSi,Otuke District,Ogwette Subcounty,Ogwete Health Centre III,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,36,0,0,0,1,0,0,4,7,2,5,5,1,3,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,0,0,0,0,0,0,0,0,,,0,0,0,0,,,1,0,27,8,,,0,0,0,0
Northern Region,West Nile,jgS1yAtN6HR,Arua City,Ayivu Division,Oje Mission Health Centre III,UEC,81974,CDC,oidjcNRy8sV,jgS1yAtN6HR,Arua City,Ayivu Division,Oje Mission Health Centre III,UEC,81974,CDC,DSD,FY2025Q1,26,0,0,0,1,0,2,4,2,0,2,0,1,2,0,0,1,0,0,0,0,0,0,1,2,3,1,0,1,2,0,1,0,0,0,0,0,0,,,0,0,0,0,,,1,0,10,8,,,0,0,4,3
Eastern Region,North East,DEMEh3VEW72,Soroti District,Oculoi Subcounty,Ojom Health Centre II,AIC Soroti  Region,87041,CDC,MfEcIYSX8V6,DEMEh3VEW72,Soroti District,Oculoi Subcounty,Ojom Health Centre II,AIC_Soroti Region,87041,CDC,DSD,FY2025Q1,23,0,0,0,0,0,1,0,3,2,2,5,1,3,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,,,0,0,1,0,,,0,0,14,5,,,0,0,3,0
Northern Region,Mid Northern,MxcpmhA0rrA,Kitgum District,Labongo Amida Subcounty,Okidi Health Centre III,TASO Ankole Acholi,81998,USAID,pQzx5WPHvde,MxcpmhA0rrA,Kitgum District,Labongo Amida Subcounty,Okidi Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,236,0,0,0,1,1,3,15,23,28,28,19,14,13,1,2,12,0,0,0,0,1,1,0,7,11,13,18,10,6,1,1,7,0,0,0,0,0,,,0,0,20,4,,,2,1,56,20,,,0,0,82,51
