,,,,,,,,,,,,,,,,,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,PP_PREV,PP_PREV,PP_PREV,PP_PREV,PP_PREV,PP_PREV,PP_PREV,PP_PREV2,PP_PREV3,PP_PREV4,PP_PREV5,PP_PREV6,PP_PREV7,PP_PREV8,PP_PREV9,PP_PREV10,PP_PREV11,HIV_test,HIV_test,HIV_test,HIV_test,HIV_test,HIV_test,HIV_test,HIV_test,HIV_test,HIV_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,New_ART,New_ART,New_ART,New_ART,New_ART,New_ART,New_ART,New_ART,New_ART,New_ART,PP_ART,PP_ART,PP_ART,PP_ART,PP_ART,PP_ART,PP_ART,PP_ART,PP_ART,PP_ART,VL eligible,VL eligible,VL eligible,VL eligible,VL eligible,VL eligible,VL eligible,VL eligible,VL eligible,VL eligible,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_supp,VL_supp,VL_supp,VL_supp,VL_supp,VL_supp,VL_supp,VL_supp,VL_supp,VL_supp,summary,summary,summary,summary,summary,summary,summary,summary,summary,summary,summary,summary,summary,summary
Teso,Soroti City,Northern Division (Soroti MC),Princess Diana HC IV,KEJ7kcBumFl,,fAVWOygicQ7,J5cWsbNOoYI,Northern Division (Soroti MC),KEJ7kcBumFl,Soroti City,Soroti East Division,Princess Diana HC IV,AIC_Soroti Region,87041,CDC,FY2024Q4,97,,,2,9,15,7,2,12,2,11,2,11,4,7,1,3,3,6,,,96,,1,,53,,0,,,45,14,,16,53,,,,,,15,14,0,15,53,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,,96,,1,96,1,0,0,0,0,0,FALSE
South Central,Kyotera District,Kalisizo Town Council,Rakai Health Sciences Program Clinic,aqqJXIn2j84,,ZLEpo0TIDPZ,ugiKB2GFF7t,Kalisizo Town Council,aqqJXIn2j84,Kyotera District,Kalisizo Town Council,Rakai Health Sciences Program Clinic,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,143,,,1,14,8,5,15,9,14,5,6,10,9,15,12,7,2,11,,1,141,,,,4,,30,28,,82,1,,69,4,,29,1,28,,12,1,0,68,4,0,29,1,27,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,142,1,141,,,142,0,0,0,0,0,0,FALSE
South Central,Rakai District,Rakai Town Council,Rakai Hospital,axNgLDj6B5Q,,dc4PejnZd5a,e1QvOQzCVMC,Rakai Town Council,axNgLDj6B5Q,Rakai District,Rakai Town Council,Rakai Hospital,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,437,1,,21,30,38,12,33,29,27,34,40,44,27,30,15,28,9,19,,17,398,,4,,86,1,53,78,,219,32,,175,86,1,52,1,78,,12,29,0,163,79,1,45,0,71,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,3,0,4,0,1,1,0,4,0,0,2,0,2,0,0,1,0,4,0,0,0,0,2,0,0,1,0,3,0,0,0,0,2,0,0,437,419,17,398,,4,398,0,0,15,9,7,6,TRUE
South Central,Rakai District,Kiziba Subcounty (Rakai District),Rakai Kiziba HC II,UjpKmijwPjr,,k5NJIchghJz,ypgNt4BCUEe,Kiziba Subcounty,UjpKmijwPjr,Rakai District,Kiziba Subcounty,Rakai Kiziba HC II,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,2,,,,2,,,,,,,,,,,,,,,,,2,,,,,,0,,,2,2,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,2,,,2,0,0,0,0,0,0,TRUE
South Central,Wakiso District,Bussi Subcounty,Rapha Medical Centre HC III,m8iIXo1Saga,,Q23Z0j9A3Ss,ZDrY273mzOT,Bussi Subcounty,m8iIXo1Saga,Wakiso District,Bussi Subcounty,Rapha Medical Centre HC III,UPMB,84980,CDC,FY2024Q4,"1,880",19,3,62,198,122,110,168,158,147,169,118,145,64,129,34,65,46,123,,452,1239,1,,,62,2,9,1628,,169,163,,5,62,2,2,7,1628,,1,126,0,4,62,2,2,7,1018,0,1,1,0,0,2,0,0,0,23,0,0,1,0,0,2,0,0,0,21,0,0,7,0,0,0,0,0,0,165,0,0,33,0,1,0,0,341,0,341,0,0,33,0,1,0,0,0,0,330,0,0,32,0,1,0,0,0,0,308,0,0,"1,880","1,692",452,"1,239",1,,"1,222",26,24,172,716,364,341,FALSE
South Central,Gomba District,Kyegonza Subcounty,Rapha Medical HC III,qNEyUa4AQg9,,aHfl4pfVOSR,GrWYZFXG04T,Kyegonza Subcounty,qNEyUa4AQg9,Gomba District,Kyegonza Subcounty,Rapha Medical HC III,UPMB,84980,CDC,FY2024Q4,252,,,3,26,34,24,13,23,9,25,8,21,5,15,4,16,5,21,,,252,,30,,4,1,2,3,,242,23,,2,4,1,2,,3,,217,23,0,2,4,1,2,0,3,0,217,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,282,,252,,30,252,2,2,2,0,0,0,TRUE
Kampala,Kampala District,Nakawa Division,Reach Out - Banda Clinic,F8jqYgk21HM,,Q9Wvgvn0SRB,qYsuny8iNsQ,Nakawa Division,F8jqYgk21HM,Kampala District,Nakawa Division,Reach Out - Banda Clinic,ROM_Kampala Region,87040,CDC,FY2024Q4,287,,,1,70,4,30,10,21,19,25,9,28,4,33,4,14,2,13,,182,100,,,,11,23,84,15,3,151,90,,61,11,23,22,62,15,3,,60,0,0,9,2,5,21,3,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,20,0,42,1,14,14,29,8,2,0,9,0,36,0,12,6,20,6,2,0,9,0,36,0,12,11,20,6,2,0,9,0,36,0,12,11,20,6,2,0,287,282,182,100,,,100,4,4,130,91,96,96,TRUE
Kampala,Kampala District,Nakawa Division,Reachout - Mbuya Clinic HC II,lQvAAAQpBP2,,zEY1lXP5oUt,qYsuny8iNsQ,Nakawa Division,lQvAAAQpBP2,Kampala District,Nakawa Division,Reachout - Mbuya Clinic HC II,ROM_Kampala Region,87040,CDC,FY2024Q4,548,2,,6,58,27,43,35,48,24,61,26,62,17,51,8,30,12,38,,357,191,,,,20,61,86,219,13,153,77,,74,20,61,30,56,219,13,2,52,0,3,11,5,3,9,108,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,15,0,48,1,36,17,30,65,8,0,9,0,21,1,21,52,16,52,4,0,9,0,21,1,21,6,16,52,4,0,9,0,21,1,21,6,16,52,3,0,548,548,357,191,,,193,5,5,220,176,130,129,FALSE
Kampala,Kampala District,Nakawa Division,Reachout Kinawataka Clinic HC II,FzxeAP4YHxC,,U9s6qsKEEU7,qYsuny8iNsQ,Nakawa Division,FzxeAP4YHxC,Kampala District,Nakawa Division,Reachout Kinawataka Clinic HC II,ROM_Kampala Region,87040,CDC,FY2024Q4,385,,,7,54,20,27,7,44,11,57,10,52,3,44,5,19,1,24,,194,192,,,,45,56,153,12,7,109,71,,38,45,56,37,116,12,7,,57,0,1,45,10,24,50,1,2,0,2,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,11,0,27,1,33,8,49,9,2,0,13,0,37,0,45,11,66,11,5,0,13,0,37,0,45,13,66,11,5,0,13,0,36,0,45,13,65,11,5,0,385,386,194,192,,,190,4,4,140,188,190,188,FALSE
West Nile,Arua City,River Oli Division,River Oli HC IV,WggT6i6Q5kH,,kryRVf0p2wI,kW20AkBWGNa,River Oli Division,WggT6i6Q5kH,Arua City,Arua Central Division,River Oli HC IV,IDI_West Nile Region,84981,CDC,FY2024Q4,"2,226",1,,172,91,477,119,64,398,59,271,33,179,27,134,20,99,18,64,,12,2210,,,3,981,61,795,86,41,256,152,3,69,981,61,631,164,86,41,35,152,3,68,976,59,626,164,85,41,35,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,1,3,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,"2,226","2,222",12,"2,210",,,"2,209",2,2,9,4,4,4,FALSE
Ankole,Ntungamo District,Rubaare Town Council,Rubare HC IV,acuu3ktUO4t,,QLEU3ViljEU,CUJVLx2GO9w,Rubaare Town Council,acuu3ktUO4t,Ntungamo District,Rubaare Town Council,Rubare HC IV,TASO_Ankole Acholi Region,81998,USAID,FY2024Q4,418,,,23,3,77,5,9,87,7,67,8,48,6,27,7,24,2,18,,52,394,,22,,273,16,53,,1,114,4,,79,273,16,,53,,1,31,4,0,69,225,16,0,52,0,0,31,0,0,1,5,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,4,21,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,418,468,52,394,,22,397,6,6,25,17,17,17,FALSE
Ankole,Mbarara District,Rubindi Subcounty,Rubindi HC III,kw2BNLtK1FZ,,E32IvC0jrZa,frGaENITFhV,Rubindi Subcounty,kw2BNLtK1FZ,Mbarara District,Rubindi-Ruhumba Town Council,Rubindi HC III,TASO_Ankole Acholi Region,81998,USAID,FY2024Q4,25,,,,19,,6,,,,,,,,,,,,,,,41,,,,4,,0,,,37,26,,11,4,,,,,,,26,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,41,,41,,,42,0,0,0,0,0,0,FALSE
Ankole,Isingiro District,Rushasha Subcounty,Rubondo HC II,K295qd0SaGs,,hceqIubEZpy,KUf0Z9g8Vrr,Rushasha Subcounty,K295qd0SaGs,Isingiro District,Rushasha Subcounty,Rubondo HC II,STATE_UNHCR,13002,STATE,FY2024Q4,10,,,,1,1,3,,,1,1,,1,,1,,,,1,,,10,,,,,,0,1,,9,4,,5,,,,,1,,,4,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,,10,,,10,0,0,0,0,0,0,TRUE
Bukedi,Tororo District,Rubongi Subcounty,Rubongi Military Hospital,ZVwFNyBsJxz,,OELkOLxvZxB,0,0,ZVwFNyBsJxz,Tororo District,Rubongi Subcounty,Rubongi Military Hospital,URC_DOD_UPDF,160698,DOD,FY2024Q4,56,,,,,,,,13,,18,,9,,11,,4,,1,,,55,,1,,3,53,0,,,0,,,,3,53,,,,,,0,0,0,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,,55,,1,55,0,0,0,0,0,0,TRUE
Ankole,Isingiro District,Rugaaga Subcounty,Rugaaga HC IV,aHuJWP6FfFo,,yXJt8YXIIJz,gwqtR5DBbQB,Rugaaga Subcounty,aHuJWP6FfFo,Isingiro District,Rugaaga Town Council,Rugaaga HC IV,TASO_Ankole Acholi Region,81998,USAID,FY2024Q4,203,,,4,8,12,24,2,34,,42,,43,,23,,11,,,,1,205,,13,,88,,82,,,36,32,,2,88,,70,12,,,2,32,0,2,87,0,70,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,219,1,205,,13,205,0,0,0,0,0,0,FALSE
Kigezi,Kabale District,Northern Division (Kabale MC),Rugarama Hospital,Z6BzVrxa9xd,,uTxAKXjndKU,wKXuPPlCoYl,Northern Division,Z6BzVrxa9xd,Kabale District,Northern Division,Rugarama Hospital,UPMB_LSD,81995,USAID,FY2024Q4,92,,1,3,4,11,10,10,8,7,11,4,5,1,8,1,2,2,4,,2,90,,,,20,,10,,,62,10,,36,20,,,10,,,16,10,0,36,19,0,0,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,92,2,90,,,90,0,0,0,0,0,0,TRUE
Ankole,Rubirizi District,Rubirizi Town Council,Rugazi HC IV,VvGZi1LcYyP,,pjDq93HeAy4,xpdOQLhyBKD,Rubirizirz Town Council,VvGZi1LcYyP,Rubirizi District,Rubirizi Town Council,Rugazi HC IV,TASO_Ankole Acholi Region,81998,USAID,FY2024Q4,12,,,,,3,,,5,1,2,,1,,,,,,,,,80,,5,,35,,3,,,69,7,,44,35,,3,,,,18,6,0,37,25,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,85,,80,,5,79,0,0,0,0,0,0,FALSE
Ankole,Ntungamo District,Ruhaama Subcounty,Ruhama HC III,Uo8eU7Qrx0v,,w4QXj723PyO,oMzhQFdIEOm,Ruhaama Subcounty,Uo8eU7Qrx0v,Ntungamo District,Ruhaama Subcounty,Ruhama HC III,TASO_Ankole Acholi Region,81998,USAID,FY2024Q4,51,,,7,2,17,1,1,7,4,5,,2,1,,,2,,2,,2,48,,,,40,,0,,,20,,,19,40,,,,,,1,0,0,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51,50,2,48,,,48,0,0,2,1,1,1,FALSE
Ankole,Ibanda District,Kagongo Division,Ruhoko HC IV,QLP6OdRGJsz,,Plt3hlTkL6L,WXmsaP1wTgM,Kagango Division,QLP6OdRGJsz,Ibanda District,Kagango Division,Ruhoko HC IV,TASO_Ankole Acholi Region,81998,USAID,FY2024Q4,134,1,,8,14,21,6,22,21,9,8,5,4,4,4,1,2,2,2,,,137,,,,36,,0,,,101,4,,77,36,,,,,,20,4,0,77,36,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,137,,137,,,137,0,0,0,0,0,0,FALSE
Tooro,Kasese District,Nyamwamba Division,Rukoki HC IV,ba1LabtE1fG,,Y5Ad0PbSlh8,emfjldhfov4,Nyamwamba Division,ba1LabtE1fG,Kasese District,Nyamwamba Division,Rukoki HC IV,Baylor Fort Portal_Mubende Region,87039,CDC,FY2024Q4,456,,,22,53,86,14,22,100,11,66,3,44,3,15,1,8,,8,,14,432,,37,,311,25,19,15,,85,35,,14,311,25,8,11,15,,36,34,0,13,294,24,7,10,15,0,34,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,1,1,1,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,456,483,14,432,,37,431,1,1,15,4,4,4,FALSE
Kigezi,Rukungiri District,Eastern Division (Rukungiri MC),Rukungiri HC IV,amaqHI7PUL2,,bTKoZOBnH06,VVpuMaAWl5D,Eastern Division,amaqHI7PUL2,Rukungiri District,Eastern Division,Rukungiri HC IV,JCRC_Kigezi Lango Region,81997,USAID,FY2024Q4,850,,,41,188,109,122,32,206,11,91,4,22,,13,,5,,6,,20,800,,3,,390,,15,,,459,244,,3,390,,7,8,,,212,235,0,2,359,0,6,7,0,0,191,4,0,0,9,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,4,0,0,9,0,0,1,0,0,0,0,0,1,6,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,850,823,20,800,,3,800,13,13,14,8,6,5,FALSE
Tooro,Kamwenge District,Kahunge Subcounty,Rukunyu Hospital,HXap310Pwnz,,licxVxoS4Zv,L0k4Ra7vWH4,Kahunge Subcounty,HXap310Pwnz,Kamwenge District,Rukunyu Town Council,Rukunyu Hospital,Baylor Fort Portal_Mubende Region,87039,CDC,FY2024Q4,211,,,10,4,34,13,3,63,,37,,26,,12,1,4,1,3,,6,205,,,,169,,0,,,42,16,,14,169,,,,,,12,14,0,14,165,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,211,211,6,205,,,205,0,0,4,2,2,2,TRUE
Ankole,Isingiro District,Kakamba Subcounty,Rurongo HC II,fctfxQy7JeK,,PJMOYHqv9Z3,MO7ob7vpBpp,Kakamba Subcounty,fctfxQy7JeK,Isingiro District,Kakamba Subcounty,Rurongo HC III,STATE_UNHCR,13002,STATE,FY2024Q4,9,,,,,,,1,2,,2,,1,,1,1,1,,,,,9,,,,1,,5,1,,2,,,2,1,,,5,1,,,0,0,2,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,,9,,,9,0,0,0,0,0,0,TRUE
Ankole,Kiruhura District,Kenshunga Subcounty,Rushere Community Hospital,rrjDjA0JfXN,,Jbd09M3YnLP,Mbaq2glwMi3,Kenshunga Subcounty,rrjDjA0JfXN,Kiruhura District,Rushere Town Council,Rushere Community Hospital,UPMB_LSD,81995,USAID,FY2024Q4,567,,,31,20,104,6,20,130,9,84,12,57,8,28,4,18,5,31,,3,565,,,,328,1,216,,,24,,,11,328,1,216,,,,13,0,0,11,326,1,214,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,567,568,3,565,,,565,1,1,4,1,2,2,FALSE
Kigezi,Kabale District,Southern Division (Kabale MC),Rushoroza Hospital,EgNsQqE3k5S,,t2cLWRoqxgH,Xf6kqqDx0gE,Southern Division,EgNsQqE3k5S,Kabale District,Southern Division,Rushoroza Hospital,UPMB_LSD,81995,USAID,FY2024Q4,45,,,,2,8,1,2,9,1,6,,4,,5,1,4,,2,,,45,,,,43,,0,,,2,,,2,43,,,,,,,0,0,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,,45,,,45,0,0,0,0,0,0,TRUE
Tooro,Kabarole District,Ruteete Subcounty (Kabarole District),Ruteete HC III,YzWi4kmieZt,,QcUav1uRmxh,zqEs2pkNMDC,Ruteete Subcounty,YzWi4kmieZt,Kabarole District,Ruteete Subcounty,Ruteete HC III,Baylor Fort Portal_Mubende Region,87039,CDC,FY2024Q4,63,,,2,3,13,5,1,14,,7,3,5,,9,,,,1,,,61,,,,38,2,14,,,9,7,,1,38,2,14,,,,1,7,0,1,36,2,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,61,,61,,,61,0,0,0,0,0,0,TRUE
Ankole,Mbarara City,Nyamitanga Division,Ruti HC II,tlQsh4yJwwb,,LF8pY0NXqOX,MO5TbPDDhiB,Nyamitanga Division,tlQsh4yJwwb,Mbarara City,Mbarara South Division,Ruti HC II,TASO_Ankole Acholi Region,81998,USAID,FY2024Q4,166,,,5,24,15,17,9,27,8,25,3,21,,7,,4,,1,,,167,,,,70,2,20,,12,61,54,,1,70,2,,20,,12,6,54,0,1,70,2,0,20,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,167,,167,,,165,0,0,0,0,0,0,FALSE
Tooro,Kamwenge District,Nkoma KatalyebaTown Council,Rwamwanja HC III,CK8TCNDBPNc,,uBE2Jy6TtpV,WBtN3GoNVeH,Nkoma-Katalyeba Town Council,CK8TCNDBPNc,Kamwenge District,Nkoma-Katalyeba Town Council,Rwamwanja HC III,STATE_UNHCR,13002,STATE,FY2024Q4,24,,,,3,2,3,3,1,1,1,3,1,2,,3,1,,,,,25,1,,,3,,0,,,22,,,22,3,,,,,,,0,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,,25,1,,25,0,0,0,0,0,0,FALSE
Ankole,Ntungamo District,Rwashamaire Town Council,Rwashamaire HC IV,CSpqU3MIZuC,,Asm9bG03LG3,r6BMwDmWXnh,Rwashamaire Town Council,CSpqU3MIZuC,Ntungamo District,Rwashamaire Town Council,Rwashamaire HC IV,TASO_Ankole Acholi Region,81998,USAID,FY2024Q4,99,,,,24,7,9,14,11,2,9,7,1,2,2,1,3,1,6,,2,99,,,,26,,0,1,,70,37,,32,26,,,,1,,1,37,0,32,25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,101,2,99,,,96,0,0,0,0,0,0,FALSE
Ankole,Isingiro District,Isingiro Town Council,Rwekubo HC IV,XWqf7PB1OaR,,ZnDk5ugXYRY,zeUefJ4saoY,Isingiro Town Council,XWqf7PB1OaR,Isingiro District,Isingiro Town Council,Rwekubo HC IV,TASO_Ankole Acholi Region,81998,USAID,FY2024Q4,115,,,1,8,31,6,4,30,3,16,2,5,1,4,1,3,,,,13,104,,,1,39,7,14,35,,21,8,1,11,39,7,11,3,35,,2,8,0,10,30,7,9,3,35,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,1,9,0,1,0,0,0,0,0,0,1,9,0,1,0,0,0,0,115,117,13,104,,,104,1,1,1,10,11,11,FALSE
Kigezi,Rukungiri District,Bwambara Subcounty,Rwenshama (GOVT) HC III,yyNktXIIvgn,,GWJfybpVWUF,IH823Q7DZv4,Bwambara Subcounty,yyNktXIIvgn,Rukungiri District,Bwambara Subcounty,Rwenshama (GOVT) HC III,JCRC_Kigezi Lango Region,81997,USAID,FY2024Q4,887,,,40,103,111,65,31,127,13,106,6,106,6,78,1,37,4,53,,142,686,,164,,152,12,0,583,1,137,113,,1,152,12,,,583,1,23,91,0,1,134,12,0,0,426,0,19,1,0,1,0,0,0,0,5,0,1,1,0,1,0,0,0,0,5,0,1,4,0,1,6,0,0,0,109,0,4,3,0,0,4,0,69,0,69,0,3,3,0,0,4,0,0,0,68,0,3,2,0,0,4,0,0,0,67,0,3,887,992,142,686,,164,683,8,8,124,148,78,76,FALSE
Tooro,Kasese District,Kyabarungira Subcounty,Rwesande HC IV,KSrm1cFNorS,,iRK6PnkVY98,c86Nb1FOuSQ,Kyabarungi Subcounty,KSrm1cFNorS,Kasese District,Kyabarungi Subcounty,Rwesande HC IV,UPMB,84980,CDC,FY2024Q4,35,,,1,4,7,9,,5,,3,,2,,2,,,,2,,,36,,,,22,,0,,,14,14,,,22,,,,,,,14,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,36,,36,,,36,0,0,0,0,0,0,FALSE
Tooro,Bunyangabu District,Rwimi Town Council,Rwimi HC III,aHXEy4fCaPw,,etzRrULyBOZ,EBLSRNgTrSt,Rwiimi Town Council,aHXEy4fCaPw,Bunyangabu District,Rwiimi Town Council,Rwimi HC III,Baylor Fort Portal_Mubende Region,87039,CDC,FY2024Q4,186,4,,3,5,29,23,5,22,1,33,3,19,6,14,2,5,1,11,,10,179,,,,109,,10,,13,54,30,,15,109,,9,1,,13,9,25,0,15,109,0,9,1,0,13,7,0,0,1,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4,0,1,3,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,2,186,189,10,179,,,179,4,4,10,7,7,7,TRUE
Busoga,Mayuge District,Jagusi Subcounty,Sagitu HC II,jSNmUpGrQMN,,vL1jrIdOXFI,ohpwDqnCHfy,Jaguzi Subcounty,jSNmUpGrQMN,Mayuge District,Jaguzi Subcounty,Sagitu HC II,MJAP_East Central Region,82000,USAID,FY2024Q4,380,,,12,37,70,5,42,77,25,49,9,22,5,20,2,3,,2,,,345,,102,,65,,85,226,,4,,,,65,,85,,226,,4,0,0,0,64,0,84,0,193,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,447,,345,,102,345,0,0,0,0,0,0,TRUE
