Statistical Region,UAIS 2011_ Region,PIRS UnitID,PIRS District,PIRS Subcounty,PIRS Service outlet,PIRS Mechanism name,pirs Mechanism ID,PIRS US Agency,DATIM ID,DHIS2 ID,DHIS2 District,DHIS2 Subcounty,DHIS2 HF Name,COP  Mechanism name,COP  Mechanism ID,COP US Agency,Type of Support,Period,Numerator (Overall TOTAL),Unknown age Female,"Female
<1yr","Female
1-4yrs","Female
5-9yrs","Female
10-14 yrs","Female
15-19 yrs","Female
20-24 yrs","Female
25-29 yrs","Female
30-34 yrs","Female
35-39 yrs","Female
40-44 yrs","Female
45-49 yrs","Female
 50-54 yrs","Female
 55-59 yrs","Female
 60-64 yrs","Female
 65+ yrs","Male
Unknown age ","Male
<1yr","Male
1-4yrs","Male
5-9yrs","Male
10-14 yrs","Male
15-19 yrs","Male
20-24 yrs","Male
25-29 yrs","Male
30-34 yrs","Male
35-39 yrs","Male
40-44 yrs","Male
45-49 yrs","Male
 50-54 yrs","Male
 55-59 yrs","Male
 60-64 yrs","Male
 65+ yrs","Sex Workers, Female",People in prisons and other enclosed settings (Incarcerated Population),PWID,MSM,Transgender,"<3 months of ARVs dispensed by Unknown Age, Female","<3 months of ARVs dispensed by Unknown Age, Male","<3 months of ARVs dispensed by <15yrs, Female","<3 months of ARVs dispensed by <15yrs, Male","<3 months of ARVs dispensed by 15+yrs, Female","<3 months of ARVs dispensed by 15+yrs, Male","3-5 months of ARVs dispensed to patient by Unknown Age, Female","3-5 months of ARVs dispensed to patient by Unknown Age, Male","3-5 months of ARVs dispensed to patient by <15yrs, Female","3-5 months of ARVs dispensed to patient by <15yrs, Male","3-5 months of ARVs dispensed to patient by 15+yrs, Female","3-5 months of ARVs dispensed to patient by 15+yrs, Male","4 or more months of ARVs dispensed to patient by Unknown Age, Female","5 or more months of ARVs dispensed to patient by Unknown Age, Male","6 or more months of ARVs dispensed to patient by <15yrs, Female","6 or more months of ARVs dispensed to patient by <15yrs, Male","6 or more months of ARVs dispensed to patient by 15+yrs, Female","6 or more months of ARVs dispensed to patient by 15+yrs, Male",subcounty_ART_total,pct_art_pop_subcounty,usaid,cdc,dod,Subcounty,District,County,Subcounty Population,subcounty_pop_adjusted
Northern Region,West Nile,ccY5TpGvBqo,Madi-Okollo District,Rhino Camp Town Council,Rhino Camp Health Centre IV,IDI West Nile,84981.0,CDC,YkZikzNRI8F,ccY5TpGvBqo,Madi-Okollo District,Rhino Camp Town Council,Rhino Camp Health Centre IV,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,288,0.0,0.0,2.0,3.0,1.0,2.0,15.0,18.0,28.0,26.0,26.0,21.0,12.0,6.0,10.0,3.0,0.0,0.0,2.0,2.0,4.0,4.0,4.0,5.0,11.0,17.0,20.0,14.0,15.0,6.0,4.0,7.0,0,0,0,0,0,,,1,2,9,6,,,4,5,125,58,,,1,1,33,43,288.0,1.0,0,1,0,Rhino Camp Town Council,,,23804.0,24518.12
Northern Region,West Nile,PJAn1P5SMrd,Madi-Okollo District,Rigbo Subcounty,Ocea Health Centre II,IDI West Nile,84981.0,CDC,hQ7ODPLhuee,PJAn1P5SMrd,Madi-Okollo District,Rigbo Subcounty,Ocea Health Centre II,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,213,0.0,2.0,1.0,0.0,2.0,3.0,4.0,15.0,34.0,29.0,17.0,15.0,9.0,9.0,5.0,4.0,0.0,1.0,2.0,3.0,2.0,0.0,1.0,4.0,6.0,8.0,12.0,6.0,4.0,5.0,4.0,6.0,0,0,0,0,0,,,1,1,4,4,,,4,5,104,36,,,0,2,36,16,396.0,0.5378787879,0,1,0,Rigbo,,,25945.0,26723.350000000002
Northern Region,West Nile,GydLR8lY7Qw,Madi-Okollo District,Rigbo Subcounty,Oduobu Health Centre III,IDI West Nile,84981.0,CDC,DTvRr4tuL8M,GydLR8lY7Qw,Madi-Okollo District,Rigbo Subcounty,Oduobu Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,50,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,11.0,4.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,7.0,2.0,2.0,1.0,3.0,1.0,0.0,0,0,0,0,0,,,0,1,2,3,,,0,1,18,14,,,0,1,8,2,396.0,0.1262626263,0,1,0,Rigbo,,,25945.0,26723.350000000002
Northern Region,West Nile,IuVsQCPk19T,Madi-Okollo District,Rigbo Subcounty,Olujobo Health Centre III,IDI West Nile,84981.0,CDC,v8TG2yxoP6Q,IuVsQCPk19T,Madi-Okollo District,Rigbo Subcounty,Olujobo Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,133,0.0,0.0,2.0,2.0,0.0,3.0,8.0,11.0,10.0,10.0,10.0,11.0,24.0,,,,0.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,5.0,4.0,3.0,7.0,16.0,,,,0,0,0,0,0,,,1,2,19,9,,,3,2,58,31,,,0,0,5,3,396.0,0.3358585859,0,1,0,Rigbo,,,25945.0,26723.350000000002
Northern Region,West Nile,dHp8jtq8Q6v,Yumbe District,Romogi Subcounty,Bidibidi Health Centre III,IDI West Nile,84981.0,CDC,V8qfrrPJNFC,dHp8jtq8Q6v,Yumbe District,Romogi Subcounty,Bidibidi Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,114,0.0,0.0,1.0,2.0,1.0,1.0,3.0,10.0,11.0,13.0,11.0,9.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,6.0,8.0,6.0,4.0,4.0,2.0,6.0,2.0,0,0,0,0,0,,,1,0,2,1,,,0,0,25,27,,,3,0,40,15,305.0,0.3737704918,0,1,0,Romogi,,,45612.0,46980.36
Northern Region,West Nile,X9VdFPaGsLW,Yumbe District,Romogi Subcounty,Iyete Health Centre III,IDI West Nile,84981.0,CDC,Kf1Jlp2gziZ,X9VdFPaGsLW,Yumbe District,Romogi Subcounty,Iyete Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,69,0.0,0.0,0.0,3.0,1.0,1.0,3.0,9.0,12.0,8.0,6.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,,,1,0,1,1,,,1,0,17,7,,,2,2,29,8,305.0,0.2262295082,0,1,0,Romogi,,,45612.0,46980.36
Northern Region,West Nile,KOEmIGNgghC,Yumbe District,Romogi Subcounty,Swinga Health Centre III,IDI West Nile,84981.0,CDC,UWjuwdOD30p,KOEmIGNgghC,Yumbe District,Romogi Subcounty,Swinga Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,76,0.0,0.0,0.0,0.0,1.0,3.0,5.0,7.0,9.0,7.0,3.0,4.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,5.0,3.0,9.0,1.0,2.0,0.0,1.0,2.0,2.0,0,0,0,0,0,,,0,1,3,2,,,1,2,32,18,,,0,0,10,7,305.0,0.2491803279,0,1,0,Romogi,,,45612.0,46980.36
Northern Region,West Nile,i8bLQB8OE5I,Yumbe District,Romogi Subcounty,Twajiji Health Centre III,IDI West Nile,84981.0,CDC,uNSk92mL1Xq,i8bLQB8OE5I,Yumbe District,Romogi Subcounty,Twajiji Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,46,0.0,0.0,1.0,0.0,1.0,2.0,2.0,8.0,1.0,8.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,,,1,0,0,0,,,1,1,18,5,,,0,0,10,11,305.0,0.1508196721,0,1,0,Romogi,,,45612.0,46980.36
Western Region,South Western,LhE35B3jIFx,Buhweju District,Rubengye Subcounty,Kikamba Health Centre II,UPMB LSD,81995.0,USAID,y6ykfZnXMtw,LhE35B3jIFx,Buhweju District,Rubengye Subcounty,Kikamba Health Centre II,UPMB_LSD,81995,USAID,DSD,FY2025Q1,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,,,0,0,4,2,,,0,0,0,0,,,0,0,0,0,6.0,1.0,1,0,0,Rubengye,,,4749.0,4891.47
Northern Region,Mid Northern,COHtAqML4yd,Mbarara District,Rubindi-Ruhumba Town Council,Karwesanga Health Centre II,TASO Ankole Acholi,81998.0,USAID,TjJr6ISQbyl,COHtAqML4yd,Mbarara District,Rubindi-Ruhumba Town Council,Karwesanga Health Centre II,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,134,0.0,0.0,0.0,0.0,2.0,2.0,5.0,9.0,16.0,16.0,16.0,6.0,5.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,5.0,10.0,11.0,6.0,10.0,1.0,0.0,1.0,0,0,0,0,0,,,0,1,4,1,,,1,1,42,21,,,1,0,36,26,1276.0,0.105015674,1,0,0,Rubindi-Ruhumba Town Council,,,23860.0,24575.8
Northern Region,Mid Northern,kw2BNLtK1FZ,Mbarara District,Rubindi-Ruhumba Town Council,Rubindi Health Centre III,TASO Ankole Acholi,81998.0,USAID,E32IvC0jrZa,kw2BNLtK1FZ,Mbarara District,Rubindi-Ruhumba Town Council,Rubindi Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,1086,0.0,1.0,4.0,7.0,16.0,18.0,65.0,101.0,143.0,133.0,92.0,51.0,68.0,,,,0.0,1.0,3.0,8.0,11.0,7.0,8.0,25.0,58.0,77.0,66.0,42.0,81.0,,,,0,0,0,0,0,,,14,9,97,60,,,13,14,317,157,,,1,0,258,147,1276.0,0.8510971787,1,0,0,Rubindi-Ruhumba Town Council,,,23860.0,24575.8
Western Region,South Western,Xo9fgk0Rvg6,Mbarara District,Rubindi-Ruhumba Town Council,St. Joseph Rubindi Health Centre II,UPMB LSD,81995.0,USAID,hkyDPMogNv0,Xo9fgk0Rvg6,Mbarara District,Rubindi-Ruhumba Town Council,St. Joseph Rubindi Health Centre II,UPMB_LSD,81995,USAID,DSD,FY2025Q1,56,0.0,1.0,0.0,0.0,0.0,0.0,4.0,8.0,5.0,4.0,1.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,3.0,1.0,3.0,2.0,2.0,0.0,0.0,0,0,0,0,0,,,1,0,4,0,,,0,0,24,9,,,0,0,7,11,1276.0,0.04388714734,1,0,0,Rubindi-Ruhumba Town Council,,,23860.0,24575.8
Northern Region,Mid Northern,VvGZi1LcYyP,Rubirizi District,Rubirizi Town Council,Rugazi Health Centre IV,TASO Ankole Acholi,81998.0,USAID,pjDq93HeAy4,VvGZi1LcYyP,Rubirizi District,Rubirizi Town Council,Rugazi Health Centre IV,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,2333,0.0,1.0,3.0,8.0,30.0,30.0,99.0,175.0,248.0,258.0,235.0,167.0,242.0,,,,0.0,0.0,3.0,9.0,31.0,23.0,18.0,38.0,85.0,139.0,134.0,111.0,246.0,,,,0,0,0,0,0,,,2,2,89,35,,,14,18,298,111,,,26,23,1067,646,2416.0,0.9656456954,1,0,0,Rubirizi Town Council,,,8204.0,8450.12
Western Region,South Western,wa5ALmOQe62,Rubirizi District,Rubirizi Town Council,Rugazi Mission Health Centre II,UPMB LSD,81995.0,USAID,OWr9woLKyRd,wa5ALmOQe62,Rubirizi District,Rubirizi Town Council,Rugazi Mission Health Centre II,UPMB_LSD,81995,USAID,DSD,FY2025Q1,83,0.0,0.0,0.0,0.0,1.0,2.0,5.0,9.0,15.0,8.0,8.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,7.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,0,0,0,0,0,,,0,0,1,1,,,1,0,43,22,,,0,0,8,7,2416.0,0.03435430464,1,0,0,Rubirizi Town Council,,,8204.0,8450.12
Northern Region,Mid Northern,aHuJWP6FfFo,Isingiro District,Rugaaga Town Council,Rugaaga Health Centre IV,TASO Ankole Acholi,81998.0,USAID,yXJt8YXIIJz,aHuJWP6FfFo,Isingiro District,Rugaaga Town Council,Rugaaga Health Centre IV,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,1135,0.0,0.0,5.0,7.0,19.0,19.0,50.0,98.0,137.0,131.0,68.0,66.0,41.0,39.0,12.0,23.0,0.0,1.0,6.0,3.0,12.0,7.0,10.0,31.0,45.0,72.0,69.0,58.0,35.0,32.0,21.0,18.0,0,0,0,0,0,,,7,4,50,16,,,28,20,292,143,,,0,0,339,236,1135.0,1.0,1,0,0,Rugaaga Town Council,,,33015.0,34005.450000000004
Western Region,Mid Western,F2JcZqU3iQD,Kyenjojo District,Rugombe Town Council,Nyamabuga Health Centre III,Baylor Fort Portal Mubende Region,87039.0,CDC,KYAscyFcCLt,F2JcZqU3iQD,Kyenjojo District,Rugombe Town Council,Nyamabuga Health Centre III,Baylor_Fort Portal_Mubende Region,87039,CDC,DSD,FY2025Q1,809,0.0,0.0,1.0,6.0,5.0,12.0,26.0,61.0,94.0,89.0,67.0,59.0,34.0,14.0,16.0,7.0,0.0,0.0,2.0,5.0,12.0,15.0,6.0,5.0,32.0,38.0,61.0,47.0,40.0,28.0,15.0,12.0,0,0,0,0,0,,,1,3,32,15,,,11,16,352,206,,,0,0,95,78,809.0,1.0,0,1,0,Rugombe Town Council,,,,
Northern Region,Mid Northern,sM16IZrIVkP,Ntungamo District,Ruhaama East Subcounty,Kishami Health Centre III,TASO Ankole Acholi,81998.0,USAID,h8YW86d7CFm,sM16IZrIVkP,Ntungamo District,Ruhaama East Subcounty,Kishami Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,49,0.0,0.0,0.0,0.0,1.0,5.0,8.0,6.0,7.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,3.0,0.0,0.0,0,0,0,0,0,,,0,0,16,2,,,1,0,19,10,,,0,0,1,0,49.0,1.0,1,0,0,Ruhaama East,,,,
Northern Region,Mid Northern,aqpJDW5rDvU,Isingiro District,Ruhiira Town Council,Ruhiira Health Centre III,TASO Ankole Acholi,81998.0,USAID,w0w8lgjYLFp,aqpJDW5rDvU,Isingiro District,Ruhiira Town Council,Ruhiira Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,353,0.0,0.0,0.0,3.0,1.0,11.0,12.0,24.0,35.0,36.0,36.0,27.0,17.0,6.0,7.0,4.0,0.0,0.0,1.0,6.0,1.0,5.0,3.0,8.0,16.0,18.0,18.0,16.0,12.0,17.0,8.0,5.0,0,0,0,0,0,,,0,1,25,10,,,4,7,120,70,,,0,0,70,46,353.0,1.0,1,0,0,Ruhiira Town Council,,,6849.0,7054.47
Western Region,South Western,fwXHhVfG1tX,Rukiga District,Rukiga Town Council,Kihanga Health Centre III,UPMB LSD,81995.0,USAID,SlyZoaRwzIC,fwXHhVfG1tX,Rukiga District,Rukiga Town Council,Kihanga Health Centre III,UPMB_LSD,81995,USAID,DSD,FY2025Q1,14,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,0,0,0,0,,,0,0,11,3,,,0,0,0,0,917.0,0.01526717557,1,0,0,Rukiga Town Council,,,15472.0,15936.16
Western Region,South Western,eJzlHnYHBcW,Rukiga District,Rukiga Town Council,Mparo Health Centre IV,JCRC Kigezi Lango,81997.0,USAID,CYw2hpAraOx,eJzlHnYHBcW,Rukiga District,Rukiga Town Council,Mparo Health Centre IV,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,903,0.0,0.0,0.0,3.0,5.0,12.0,37.0,48.0,86.0,78.0,56.0,60.0,51.0,39.0,15.0,10.0,0.0,0.0,5.0,2.0,5.0,9.0,9.0,23.0,39.0,55.0,63.0,55.0,56.0,36.0,19.0,27.0,0,0,0,0,0,,,1,1,30,23,,,3,8,130,67,,,4,3,332,301,917.0,0.9847328244,1,0,0,Rukiga Town Council,,,15472.0,15936.16
Western Region,Mid Western,HXap310Pwnz,Kamwenge District,Rukunyu Town Council,Rukunyu General Hospital,Baylor Fort Portal Mubende Region,87039.0,CDC,licxVxoS4Zv,HXap310Pwnz,Kamwenge District,Rukunyu Town Council,Rukunyu General Hospital,Baylor_Fort Portal_Mubende Region,87039,CDC,DSD,FY2025Q1,1335,0.0,0.0,7.0,7.0,6.0,20.0,64.0,99.0,138.0,132.0,115.0,99.0,73.0,38.0,22.0,27.0,0.0,1.0,3.0,3.0,8.0,15.0,12.0,22.0,43.0,65.0,84.0,65.0,61.0,45.0,24.0,37.0,0,0,0,0,0,,,7,4,108,45,,,13,11,400,232,,,0,0,319,196,1335.0,1.0,0,1,0,Rukunyu Town Council,,,4582.0,4719.46
Northern Region,North East,EUu7beeRyS5,Moroto District,Rupa Subcounty,Rupa Health Centre II,ANECCA Karamoja Region,85006.0,USAID,fdRZ4tUoaQP,EUu7beeRyS5,Moroto District,Rupa Subcounty,Rupa Health Centre II,ANECCA_Karamoja Region,85006,USAID,DSD,FY2025Q1,27,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,0,0,0,0,0,,,0,0,0,0,,,1,0,12,5,,,1,0,3,5,27.0,1.0,1,0,0,Rupa,,,25112.0,25865.36
Northern Region,Mid Northern,Hil0AcAgjDy,Kiruhura District,Rushere Town Council,Nshwere Health Centre III,TASO Ankole Acholi,81998.0,USAID,KQTYLpkf9aJ,Hil0AcAgjDy,Kiruhura District,Rushere Town Council,Nshwere Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,103,0.0,0.0,0.0,0.0,0.0,4.0,11.0,15.0,9.0,11.0,5.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,7.0,5.0,4.0,7.0,3.0,1.0,1.0,2.0,0,0,0,0,0,,,0,0,8,6,,,0,0,38,26,,,0,0,18,7,1662.0,0.06197352587,1,0,0,Rushere Town Council,,,4264.0,4391.92
Western Region,South Western,rrjDjA0JfXN,Kiruhura District,Rushere Town Council,Rushere Community Hospital,UPMB LSD,81995.0,USAID,Jbd09M3YnLP,rrjDjA0JfXN,Kiruhura District,Rushere Town Council,Rushere Community Hospital,UPMB_LSD,81995,USAID,DSD,FY2025Q1,1559,0.0,0.0,1.0,8.0,14.0,18.0,42.0,107.0,155.0,176.0,122.0,97.0,72.0,47.0,25.0,22.0,0.0,0.0,1.0,8.0,12.0,12.0,14.0,32.0,59.0,89.0,116.0,107.0,81.0,52.0,35.0,35.0,0,0,0,0,0,,,1,1,84,41,,,12,10,219,101,,,10,10,580,490,1662.0,0.9380264741,1,0,0,Rushere Town Council,,,4264.0,4391.92
Western Region,South Western,uTkySNCx3j2,Kanungu District,Rutenga Town Council,Rutenga Health Centre III,JCRC Kigezi Lango,81997.0,USAID,rJp1q1VSao5,uTkySNCx3j2,Kanungu District,Rutenga Town Council,Rutenga Health Centre III,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,342,0.0,0.0,0.0,1.0,3.0,9.0,15.0,27.0,50.0,32.0,24.0,14.0,17.0,9.0,7.0,7.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,8.0,20.0,24.0,26.0,16.0,11.0,4.0,5.0,4.0,0,0,0,0,0,,,0,0,1,0,,,1,5,22,7,,,3,0,188,115,342.0,1.0,1,0,0,Rutenga Town Council,,,4264.0,4391.92
Western Region,South Western,Dk1SkAipwsf,Mitooma District,Rutookye Town Council,Nyakatsiro Health Centre III,UPMB LSD,81995.0,USAID,SntoGeDEA0Y,Dk1SkAipwsf,Mitooma District,Rutookye Town Council,Nyakatsiro Health Centre III,UPMB_LSD,81995,USAID,DSD,FY2025Q1,234,0.0,0.0,0.0,0.0,1.0,1.0,11.0,34.0,29.0,30.0,14.0,9.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,12.0,16.0,20.0,10.0,11.0,6.0,6.0,5.0,2.0,0,0,0,0,0,,,0,0,19,5,,,1,1,18,14,,,0,0,104,72,234.0,1.0,1,0,0,Rutookye Town Council,,,,
Northern Region,Mid Northern,RFWwEWMyoSD,Isingiro District,Ruyanga Subcounty,Nshungyezi Health Centre III,TASO Ankole Acholi,81998.0,USAID,KgeomJHEhrg,RFWwEWMyoSD,Isingiro District,Ruyanga Subcounty,Nshungyezi Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,1131,0.0,2.0,3.0,9.0,13.0,17.0,47.0,95.0,129.0,114.0,111.0,73.0,42.0,29.0,21.0,16.0,0.0,0.0,2.0,17.0,14.0,6.0,5.0,26.0,43.0,42.0,83.0,59.0,47.0,32.0,19.0,15.0,0,0,0,0,0,,,15,24,142,65,,,10,9,336,186,,,2,0,216,126,1131.0,1.0,1,0,0,Ruyanga,,,,
Northern Region,Mid Northern,cTp1LWth7hI,Rwampara District,Rweibogo - Kibingo Town Council,Bugamba Health Centre IV,TASO Ankole Acholi,81998.0,USAID,pgcMlwLdmDX,cTp1LWth7hI,Rwampara District,Rweibogo - Kibingo Town Council,Bugamba Health Centre IV,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,875,0.0,0.0,0.0,1.0,9.0,12.0,47.0,75.0,86.0,91.0,57.0,41.0,35.0,36.0,18.0,12.0,0.0,0.0,4.0,5.0,8.0,7.0,12.0,27.0,51.0,52.0,65.0,50.0,29.0,23.0,9.0,13.0,0,0,0,0,0,,,5,8,45,43,,,5,7,275,151,,,0,2,190,144,875.0,1.0,1,0,0,Rweibogo - Kibingo Town Council,,,,
Western Region,South Western,aG2AogxcfRK,Ibanda District,Rwenkobwa Town Council,Rwenkobwa Health Centre III,UPMB LSD,81995.0,USAID,bL7eWkzuqJD,aG2AogxcfRK,Ibanda District,Rwenkobwa Town Council,Rwenkobwa Health Centre III,UPMB_LSD,81995,USAID,DSD,FY2025Q1,279,0.0,0.0,4.0,2.0,1.0,3.0,15.0,35.0,37.0,21.0,23.0,11.0,16.0,12.0,3.0,6.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,2.0,16.0,16.0,11.0,16.0,6.0,10.0,3.0,3.0,0,0,0,0,0,,,3,3,23,8,,,4,1,140,77,,,0,0,19,1,279.0,1.0,1,0,0,Rwenkobwa Town Council,,,3006.0,3096.1800000000003
Northern Region,Mid Northern,dzGy5bmukHt,Kiruhura District,Rwenshande Subcounty,Rwenshande Health Centre III,TASO Ankole Acholi,81998.0,USAID,uWbDlwJ6pHP,dzGy5bmukHt,Kiruhura District,Rwenshande Subcounty,Rwenshande Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,134,0.0,0.0,2.0,1.0,1.0,2.0,12.0,11.0,16.0,14.0,10.0,8.0,6.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,5.0,5.0,7.0,6.0,7.0,3.0,1.0,3.0,0,0,0,0,0,,,3,2,31,13,,,1,0,45,30,,,0,0,9,0,134.0,1.0,1,0,0,Rwenshande,,,,
Northern Region,Mid Northern,jA7tuThhDUU,Mitooma District,Rwoburunga Subcounty,Rwoburunga Health Centre III,TASO Ankole Acholi,81998.0,USAID,Xwz3Hrcowx4,jA7tuThhDUU,Mitooma District,Rwoburunga Subcounty,Rwoburunga Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,201,0.0,0.0,0.0,1.0,3.0,2.0,7.0,18.0,20.0,20.0,15.0,15.0,9.0,6.0,4.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,5.0,10.0,6.0,18.0,8.0,9.0,7.0,6.0,2.0,0,0,0,0,0,,,1,2,24,17,,,2,0,48,28,,,1,1,47,30,201.0,1.0,1,0,0,Rwoburunga,,,3885.0,4001.55
Western Region,South Western,oWTRZJbQxha,Kabale District,Ryakarimira Town Council,Rubaya Health Centre IV,JCRC Kigezi Lango,81997.0,USAID,m7HWPDFzx3G,oWTRZJbQxha,Kabale District,Ryakarimira Town Council,Rubaya Health Centre IV,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,258,0.0,0.0,2.0,1.0,1.0,2.0,3.0,19.0,16.0,20.0,27.0,25.0,17.0,16.0,19.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,10.0,15.0,12.0,10.0,8.0,7.0,8.0,0,0,0,0,0,,,0,0,0,0,,,4,2,118,51,,,0,0,53,30,258.0,1.0,1,0,0,Ryakarimira Town Council,,,,
Central Region,Central 2,aiyix4P4FmA,Mukono District,Seetanamuganga Subcounty,Namuganga Health Centre III,WALTER REED-MUWRP,160699.0,DOD,tPJSluOKIQl,aiyix4P4FmA,Mukono District,Seetanamuganga Subcounty,Namuganga Health Centre III,WALTER REED_MUWRP,160699,DOD,DSD,FY2025Q1,258,0.0,0.0,1.0,1.0,3.0,5.0,8.0,15.0,29.0,20.0,27.0,20.0,14.0,11.0,11.0,10.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,1.0,6.0,13.0,14.0,11.0,13.0,6.0,2.0,7.0,0,0,0,0,0,,,1,2,41,15,,,2,4,74,34,,,2,1,55,27,258.0,1.0,0,0,1,Seetanamuganga,,,,
Western Region,South Western,amaqHI7PUL2,Rukungiri District,Eastern Division,Rukungiri Health Centre IV,JCRC Kigezi Lango,81997.0,USAID,bTKoZOBnH06,amaqHI7PUL2,Rukungiri District,Eastern Division,Rukungiri Health Centre IV,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,1128,0.0,0.0,0.0,3.0,9.0,10.0,41.0,101.0,126.0,133.0,95.0,59.0,42.0,23.0,9.0,11.0,0.0,0.0,0.0,4.0,7.0,6.0,12.0,35.0,58.0,93.0,79.0,71.0,45.0,32.0,12.0,12.0,0,0,0,0,0,,,1,1,28,26,,,9,9,139,38,,,2,1,483,391,8284.0,0.1361661033,1,0,0,Eastern Division,,,13824.0,14238.720000000001
Western Region,South Western,a671pOYElqv,Rukungiri District,Eastern Division,Rukungiri Prisons Health Centre II,UPS Follow-on,84974.0,CDC,HSCqYSLTu4m,a671pOYElqv,Rukungiri District,Eastern Division,Rukungiri Prisons Health Centre II,UPS,84974,CDC,DSD,FY2025Q1,177,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,6.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,29.0,30.0,27.0,22.0,12.0,12.0,4.0,3.0,1.0,0,177,0,0,0,,,0,0,19,158,,,0,0,0,0,,,0,0,0,0,8284.0,0.02136648962,0,1,0,Eastern Division,,,13824.0,14238.720000000001
